PID,UR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
501556,303112,,,,8003609903649141,WILLIAMS,MAGGIE,1998-04-25,F,99932,IRON BROBERG,CLOSE,Wiseleigh,NSW,5422,AUS,138.9956,-32.6694,50479483041,,,S,4,
501557,303114,,,,8003609903649182,WILLIAMS,ARIANNA,1950-11-28,F,99908,COLORADO,ALLEY,Albacutya,ACT,6076,AUS,116.0514,-31.9742,63410678122,VKM21659E,WHT,S,4,
501558,303116,,,,8003609903649224,WHITE,HATTIE,1937-07-28,F,99962,ALMADEN,RISE,Mettler,ACT,4671,AUS,151.5317,-24.7644,48269038821,,,M,4,
501559,303118,,,,8003609903649265,WHITE,SUZANNE,1997-12-04,F,99948,WINDERMERE,TERRACE,Nyarrin,WA,5414,AUS,138.8029,-33.9931,52843000615,,,D,4,
501560,303120,,,,8003609903649315,BROWN,NEIL,1961-02-05,M,99995,LAKE BRIDGE,VISTA,Torrens Park,WA,3230,AUS,144.1535,-38.3793,30542896714,,,W,4,
501561,303122,,,,8003609903649364,JOHNSON,ALAN,2015-02-19,M,99981,MCLAIN MOUNTAIN,PARADE,Pambula,SA,3891,AUS,149.5641,-37.4887,39837282035,,,S,4,
501562,303124,,,,8003609903649406,JONES,TONYA,2006-08-10,F,99937,DELPHA,GLEN,Stonyford,NT,2786,AUS,150.2511,-33.4882,29737665775,,,S,4,
501563,303126,,,,8003609903649448,JONES,LEATHA,1961-05-13,F,99998,TAFTON,TRACK,Mansfield Park,TAS,3869,AUS,146.3011,-38.3349,30372535024,,,S,4,
501564,303128,,,,8003609903649489,WHITE,ROBERT,2011-12-14,M,99957,STACEY,CIRCUIT,North Yalgogrin,WA,4312,AUS,152.2758,-27.2946,42128041075,,,S,4,
501565,303130,,,,8003609903649539,SMITH,TERRELL,1987-06-17,M,99967,RIVERSIDE,CIRCUIT,Smiths Beach,WA,4425,AUS,149.7662,-26.6953,41940680065,,,D,4,
501566,303132,,,,8003609903649588,JONES,LYNDA,1997-05-14,F,99953,CALNITA,TRACK,Utungun,QLD,6060,AUS,115.8533,-31.9007,63155618955,,,M,4,
501567,303134,,,,8003609903649638,SMITH,WANDA,1956-12-05,F,99974,DUNN,AVENUE,Capital Hill,NSW,4600,AUS,152.2296,-25.9591,42005127521,,,M,4,
501568,303136,300010,,,8003609903579462,JOHNSON-BROWN,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
501569,303138,,,,8003609903649729,SMITH,FREDRICK,1972-04-07,M,99924,FULTON,PROMENADE,Sutherlands Creek,NSW,6322,AUS,117.3631,-34.4033,61486271911,,,D,4,
501570,303140,,,,8003609903649760,SMITH,MARIVEL,1954-09-11,F,99957,GALAXIE,VISTA,Feluga,NT,2060,AUS,151.2071,-33.8438,27450223374,,,M,4,
501571,303142,,,,8003609903649810,WILLIAMS,ANNE,1936-11-11,F,99942,STAR VIEW,CIRCUIT,Willowie,NSW,3844,AUS,146.6405,-38.2552,34901466743,,,M,4,
501572,303144,,,,8003609903649869,WILLIAMS,DEE,1992-01-26,F,99965,BREEZE,CIRCLE,Montmorency,WA,0847,AUS,131.8261,-13.8235,03252068444,,,D,2,
501573,303146,,,,8003609903649901,SMITH,LEILA,2008-07-13,F,99943,MORNINGSIDE,MALL,Kotara,QLD,6028,AUS,115.7465,-31.7328,60535831722,,,S,4,
501574,303148,,,,8003609903649943,JONES,JAMIE,1952-07-25,M,99960,EMERALD ISLE,WALKWAY,Lima East,QLD,5094,AUS,138.5995,-34.8259,58159867952,,,S,4,
501575,303150,300004,,,8003609903579330,SMITH (SMITH),LINDA,1952-11-18,F,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
501576,303152,,,,8003609903650032,BROWN,ROSE,1977-04-26,F,99912,MEADOWLARK,TERRACE,Patrick Estate,WA,3808,AUS,145.4254,-37.9985,39727171545,,,D,4,
501577,303154,,,,8003609903650081,WILLIAMS,BRIAN,1954-06-06,M,99909,COUNTRY CLUB,ESPLANADE,Mount Liebig,QLD,6214,AUS,115.7695,-32.7581,69293863411,,,D,4,
501578,303156,,,,8003609903650131,JONES,BOBBY,1963-02-22,M,99916,KOLLMAN,TERRACE,Wandering,NSW,5602,AUS,137.0417,-33.7009,51322809412,,,W,4,
501579,303158,,,,8003609903650172,BROWN,TEENA,1961-01-24,F,99945,PRISTINE VIEW,PARKWAY,Bucketty,QLD,6044,AUS,115.4635,-31.0636,61599088253,,,S,4,
501580,303160,,,,8003609903650214,WILLIAMS,MONIQUE,2009-11-28,F,99905,FAWN HOLLOW,CENTREWAY,Sale East Raaf,NSW,6218,AUS,115.8666,-32.9615,69833168644,,,S,4,
501581,303162,,,,8003609903650255,BROWN,HARVEY,1951-09-07,M,99981,SULKY,STRAND,Pooginagoric,WA,2411,AUS,150.2996,-29.1620,28235450921,,,S,4,
501582,303164,300002,,,8003609903579298,TAYLOR,DAVID,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
501583,303166,,,,8003609903650347,SMITH,EMMA,1950-04-09,F,99958,MT AIRE,RIDGE,Berrys Creek,NT,2586,AUS,148.7147,-34.1366,25573922723,,,S,4,
501584,303168,,,,8003609903650396,WHITE,NAKISHA,1999-08-26,F,99967,PEPPERWOOD,WALK,Cullen Bullen,TAS,6102,AUS,115.9093,-31.9995,65591659263,,,S,4,2012-01-20
501585,303170,,,,8003609903650446,TAYLOR,ALLEN,1949-07-31,M,99951,DRY CREEK,RISE,Mount Templeton,QLD,3364,AUS,143.8353,-37.4461,32234866474,,,S,4,
501586,303172,,,,8003609903650487,WILLIAMS,CHAD,1989-02-07,M,99928,COPPER MEADOW,HIGHWAY,Woolgoolga,WA,3341,AUS,144.3046,-37.5860,39477385824,,,D,4,
501587,303174,,,,8003609903650537,BROWN,ALBERT,1949-02-26,M,99912,HAWTHORN GLEN,CIRCUS,Chiswick,VIC,5043,AUS,138.5535,-35.0062,58916203023,,,M,4,
501588,303176,,,,8003609903650578,TAYLOR,KAYE,1991-07-06,F,99934,COLONIAL,ALLEY,Bankstown Aerodrome,SA,4371,AUS,152.3338,-28.1405,43199473843,,,M,4,1998-11-16
501589,303178,,,,8003609903650610,JONES,TIFFANY,2014-09-14,F,99946,APPLE GATE,AVENUE,Withcott,SA,2703,AUS,146.4084,-34.6307,28322679532,,,S,4,
501591,303182,,300004,,8003609903579330,SMITH,LINDA,1952-11-18,F,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
501592,303184,,,,8003609903650743,JONES,ANDRE,1984-07-13,M,99916,PINE VALLEY,RIDGE,Dixvale,NT,2671,AUS,147.3035,-33.8906,23618475675,,,M,4,
501593,303186,,,,8003609903650792,WILSON,GARY,1997-03-14,M,99958,WOODED PARK,CIRCUIT,Nattai,ACT,3423,AUS,141.9966,-36.1163,32057970734,,,M,4,
501594,303188,,,,8003609903650842,JOHNSON,IVY,1993-10-15,F,99901,GOLDSMITH,CONCOURSE,Nowra Dc,TAS,3665,AUS,145.3866,-36.8257,30784609763,,,S,4,
501595,303190,,,,8003609903650891,WHITE,DOMINIC,1999-05-29,M,99932,APPLE HILL,GLEN,Tea Gardens,TAS,3223,AUS,144.6219,-38.1321,32861310672,,,S,4,
501596,303192,,,,8003609903650941,MARTIN,MARY,2006-02-16,F,99988,HAWKS BLUFF,VISTA,Mount Walker West,WA,5245,AUS,138.8174,-35.0517,52757231833,,,S,1,
501597,303194,,,,8003609903650990,WHITE,RAY,1956-03-25,M,99916,CENTINO,VIEW,Cape Woolamai,TAS,6443,AUS,122.7333,-31.9792,64612706622,,,M,4,
501598,303196,,,,8003609903651048,TAYLOR,MADELINE,1974-01-22,F,99963,FULLER,PROMENADE,Dowlingville,WA,3401,AUS,141.4969,-36.8439,37587266044,,,S,4,
501599,303198,,,,8003609903651089,TAYLOR,CAROLE,1936-12-16,F,99902,BRICKER,ESPLANADE,Evanston Park,WA,7469,AUS,145.3623,-41.8892,53764495111,,,S,4,
501600,303200,,,,8003609903651121,SMITH,MILAGROS,1938-01-06,F,99998,TAFT,LANE,Mundoona,ACT,6642,AUS,119.7001,-24.0314,63595576412,,,M,4,
501601,303202,,,,8003609903651170,TAYLOR,JERRY,2001-09-03,M,99959,GREENSTREAK,PLACE,Bengalla,NT,3822,AUS,146.0139,-38.1813,35867862925,,,S,4,
501602,303204,,,,8003609903651212,WILSON,ERIC,1940-02-22,M,99908,PANTANI,PARADE,Glanville,QLD,2656,AUS,146.7550,-35.1187,29440703151,,,D,4,
501603,303206,,,,8003609903651261,SMITH,KATIE,1968-09-21,F,99958,FENNELL,TERRACE,Billinudgel,NT,3275,AUS,142.4635,-38.2895,37339478462,,,S,4,
501604,303208,,,,8003609903651303,SMITH,JEANNINE,1953-09-07,F,99947,RIVER HORSE,CONCOURSE,Beldon,TAS,2806,AUS,148.3567,-33.4199,24199858253,,,M,4,
501605,303210,,,,8003609903651352,SMITH,MADONNA,1936-03-27,F,99943,OAKCREST,CONCOURSE,Truro,NT,3943,AUS,144.7394,-38.3437,32266885815,,,M,4,
501606,303212,,,,8003609903651394,TAYLOR,FRANCES,2011-08-09,F,99994,ZEVEX PARK,TRACK,Charlottes Pass,ACT,3385,AUS,142.5669,-36.9876,37643200125,,,S,4,
501607,303214,,,,8003609903651444,BROWN,JEFF,1994-05-31,M,99946,AUTUMN HOLLOW,CENTREWAY,Mossiface,SA,2076,AUS,151.1171,-33.7149,21538314711,VGW15912C,UNK,D,4,
501608,303216,,,,8003609903651493,WILLIAMS,BEATRICE,1959-07-22,F,99927,TIMP VIEW,RISE,Heard Island,ACT,6233,AUS,115.7114,-33.1853,69901622735,,,M,4,
501609,303218,,,,8003609903651543,JOHNSON,ESTHER,1986-12-18,F,99937,GOLDSMITH,ESPLANADE,Royston,ACT,3155,AUS,145.2841,-37.8624,37061515651,,,S,4,
501610,303220,,,,8003609903651592,JONES,GRACE,2013-10-18,F,99978,NORDIC,CAUSEWAY,Stanhope Gardens,WA,7306,AUS,145.9354,-41.7246,50159729234,,,S,4,
501611,303222,,,,8003609903651642,TAYLOR,ANN,1967-11-14,F,99949,CHLOE,STREET,Nokaning,SA,3106,AUS,145.1443,-37.7562,39594346124,,,S,1,
501612,303224,,,,8003609903651691,SMITH,DARNELL,1945-08-08,M,99996,APRICA,CIRCLE,Malu,VIC,2426,AUS,152.6140,-31.8352,21298940354,,,M,4,
501613,303226,300000,,,8003609903579249,SMITH (nee SMITH),JANIE,1980-12-13,F,99962,IVANA,WAY,Marleston,QLD,3754,AUS,145.0855,-37.5922,41553023145,,,M,4,
501614,303228,,300000,,8003609903579249,SMITH,JANIE,1980-12-13,F,99944,ENSIGN PEAK,CENTREWAY,Auchmore,ACT,6405,AUS,117.0614,-31.7339,41553023145,,,M,4,
501616,303232,,,,8003609903651865,BROWN,MAYRA,1966-12-04,F,99979,FREEMAN PEAK,WAY,Kaltukatjara,QLD,3946,AUS,145.7400,-38.4317,30833897933,,,M,1,
501617,303234,,,,8003609903651907,WILSON,KAREN,1954-12-29,F,99900,OAK TERRACE,RISE,Blind Bight,WA,4364,AUS,151.4255,-27.7137,43000705973,,,M,4,
501618,303236,300010,,,8003609903579462,JOHNSON-WILLIAMS,SHELLY,2011-08-26,F,99978,CANARY BIRD,MALL,Bamboo,NSW,5096,AUS,138.6709,-34.7954,24976625372,,,S,4,
501619,303238,,,,8003609903652004,WILSON,JOSHUA,2004-12-29,M,99931,TEMPEST RIDGE,CRUISEWAY,Leongatha,WA,2117,AUS,151.0412,-33.7940,25211338331,,,S,4,
501620,303240,,,,8003609903652053,SMITH,MARLON,2006-10-09,M,99901,SUNRISE MEADOW,CRUISEWAY,Apple Tree Flat,NT,3542,AUS,143.3603,-35.7663,39159695775,,,S,4,2008-01-05
501621,303242,,,,8003609903652103,SMITH,ANGEL,1999-01-31,M,99916,LOUMIS,PROMENADE,Durham Downs,NT,3184,AUS,144.9855,-37.8810,30515286852,,,S,4,2015-12-10
501622,303244,,,,8003609903652152,MARTIN,KIMBERLY,2001-04-22,F,99991,DUNE BUGGY,STREET,Harolds Cross,SA,6506,AUS,116.0534,-31.0102,67896219441,,,S,4,
501624,303248,,,,8003609903652251,MARTIN,MARIE,1941-04-20,F,99966,CLAY CREEK,GROVE,Saunders Beach,SA,3301,AUS,142.0593,-37.8966,36856458762,,,M,4,
501625,303250,,,,8003609903652293,WILLIAMS,NATHAN,1942-11-08,M,99955,NEVE,CIRCUIT,Barrack Heights,WA,3934,AUS,145.0322,-38.2737,39898917211,,,S,4,
501626,303252,,,,8003609903652335,JONES,ANISA,1938-03-23,F,99949,ALTITUDE,ESPLANADE,Cuttlefish Bay,TAS,3720,AUS,145.8823,-37.0117,31748268945,,,M,4,
501627,303254,,,,8003609903652376,SMITH,ILENE,1958-05-13,F,99908,ELLISONWOODS,TRACK,Telowie,ACT,6240,AUS,115.9654,-33.5318,63630045754,,,S,4,
501629,303258,,,,8003609903652467,BROWN,HILDA,1942-02-01,F,99944,MORNING OAKS,RISE,St Kilda South,WA,5357,AUS,139.6319,-34.2866,59558379943,,,M,4,
501630,303260,,,,8003609903652517,SMITH,NICK,1977-03-05,M,99937,DAYNAS HOLLOW,VISTA,Manildra,VIC,6740,AUS,127.7203,-15.0133,60392121632,,,M,4,
501631,303262,,,,8003609903652558,TAYLOR,HERBERT,1955-12-06,M,99979,MULLIGAN,STRAND,Elsternwick,ACT,4377,AUS,151.9289,-28.5803,47448981925,,,W,4,
501632,303264,,,,8003609903652590,JONES,SHAUN,1998-06-01,M,99943,SPRING WILLOW,WAY,Alberton West,TAS,2824,AUS,147.5708,-31.1848,28497887574,,,S,4,
501633,303266,,,,8003609903652632,JOHNSON,JOSEPH,2015-07-29,M,99926,BALSAM FIR,CRESCENT,Benholme,TAS,2825,AUS,147.4891,-31.7099,27412215061,,,S,4,
501634,303268,,,,8003609903652673,SMITH,DEDRA,1996-12-03,F,99995,DELANN,WALK,Warrabkook,NSW,4871,AUS,145.0227,-16.9440,46118225162,VSM74537B,WHT,S,4,
501635,303270,,,,8003609903652723,TAYLOR,RICHARD,1985-02-20,M,99995,SUMMERLAND,TRACK,Coochin Creek,NT,7022,AUS,147.4220,-43.0260,52307671575,,,M,1,
501636,303272,,,,8003609903652764,WHITE,MARVIN,1943-09-16,M,99998,ZIA,CENTREWAY,Mulgildie,SA,2582,AUS,149.0244,-34.9744,20217502532,,,M,4,
501637,303274,,300014,,8003609903579546,SMITH,RAMON,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
501638,303276,,,,8003609903652848,TAYLOR,FRANK,2006-10-19,M,99976,GROUSE,CAUSEWAY,Slacks Creek,TAS,2628,AUS,148.5229,-36.1567,24897181633,,,S,4,
501639,303278,,,,8003609903652897,SMITH,GRANT,1940-08-28,M,99956,FEATHERSTONE,LANE,Newry,QLD,2047,AUS,151.1528,-33.8520,22355169541,,,S,4,
501640,303280,,,,8003609903652939,MARTIN,COREY,1993-09-23,M,99930,TONOPAH,LANE,Tamala,VIC,5201,AUS,138.7282,-35.2269,57375260325,,,S,4,
501641,303282,,300010,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
501642,303284,,,,8003609903653028,BROWN,SUSIE,1937-06-21,F,99961,HILDEN,PROMENADE,Caltowie,QLD,2195,AUS,151.0755,-33.9187,25372040144,,,S,4,
501643,303286,,,,8003609903653069,BROWN,CORNELL,1957-08-08,M,99994,CHERRY SPRINGS,STRAND,Hulongine,SA,3163,AUS,145.0560,-37.8948,32609625773,,,S,4,
501644,303288,,,,8003609903653101,MARTIN,MARGARET,1944-06-21,F,99929,HILLCREST,GLEN,Geranium Plains,QLD,0838,AUS,131.0047,-12.7220,05274178051,,,M,4,
501645,303290,,,,8003609903653143,WHITE,LEROY,1957-01-03,M,99914,JERRIE LEE,CAUSEWAY,Tanby,NSW,5720,AUS,136.2806,-30.5379,59550786314,,,D,4,
501646,303292,300008,,,8003609903579413,JOHNSON,MICHAEL,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
501647,303294,,,,8003609903653234,SMITH,DICK,1997-05-26,M,99914,WESTSAMS,LANE,Medina,SA,2117,AUS,151.0577,-33.7922,21649822842,,,S,4,
501648,303296,,,,8003609903653275,MARTIN,LEO,1967-09-11,M,99924,SWEET PEA,WAY,Nabageena,SA,3201,AUS,145.1759,-38.0965,39803688542,,,M,4,
501649,303298,,,,8003609903653317,SMITH,BILLY,1972-09-03,M,99914,ESHER,CENTREWAY,Maison Dieu,NT,6420,AUS,118.6136,-31.8399,66062947812,,,M,4,
501650,303300,,,,8003609903653358,SMITH,DAN,1980-12-12,M,99907,VALLE,STRAND,Megalong Valley,NT,4076,AUS,152.9179,-27.5875,45349353673,,,M,4,
501651,303302,,,,8003609903653408,SMITH,LEON,1981-02-25,M,99970,FINAIR,CIRCLE,Hilldene,NT,6012,AUS,115.7662,-32.0142,65879523552,,,M,4,
501652,303304,,,,8003609903653440,JONES,MYRNA,1990-11-28,F,99924,DELICATE ARCH,DRIVE,Wereboldera,TAS,3781,AUS,145.5109,-37.9757,33712002034,,,M,4,
501653,303306,,300012,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99910,FIESTA,AVENUE,Crangan Bay,WA,3089,AUS,145.1522,-37.6673,69112759831,,,S,4,
501654,303308,,300016,,8003609903579587,JONES,MARY,2011-03-21,F,99938,CLEGG,CRESCENT,Banyo,SA,3802,AUS,145.2584,-37.9690,37592625965,,,S,4,
501655,303310,,,,8003609903653580,WILSON,MARGARET,1994-06-07,F,99983,LOIS MEADOWS,GLEN,Wildwood,NT,2500,AUS,150.8944,-34.4070,27104748573,,,M,4,
501656,303312,,,,8003609903653622,WILLIAMS,WALTER,1977-10-15,M,99944,SOUTHAMPTON,CIRCUIT,Carapooee,ACT,2777,AUS,150.6340,-33.6932,21650497021,,,M,4,
501657,303314,,,,8003609903653663,WILLIAMS,CARMEN,2014-07-24,F,99984,POINT,TERRACE,Malpas,NT,6210,AUS,115.7635,-32.5252,60203749342,,,S,4,
501658,303316,,,,8003609903653713,SMITH,ANASTASIA,1941-08-10,F,99904,NEW DAWN,VISTA,Savannah,NT,2580,AUS,149.6852,-35.0169,25527921744,,,M,4,
501659,303318,,,,8003609903653754,JOHNSON,PRISCILLA,1997-06-29,F,99955,DIAMOND,WAY,Cape Pillar,QLD,5010,AUS,138.5613,-34.8686,55662229965,,,S,4,
501660,303320,,,,8003609903653804,JONES,TYRONE,1985-03-21,M,99982,LEADVILLE,WAY,Rosetta,QLD,2776,AUS,150.5506,-33.6851,20788104021,,,S,4,
501662,303324,,,,8003609903653895,BROWN,BENJAMIN,1961-01-23,M,99928,CRESCENT PINE,HIGHWAY,Carabost,SA,3810,AUS,145.5032,-38.1389,39458060373,,,M,4,
501663,303326,,,,8003609903653945,WILSON,TODD,1953-07-26,M,99901,TWINBROOK,RISE,Woody Point,NT,5156,AUS,138.6910,-35.0230,52716651755,,,W,4,
501664,303328,,,,8003609903653986,MARTIN,ROSEMARIE,2008-06-27,F,99900,ASPLUND,RIDGE,Tindal Raaf,TAS,5523,AUS,138.0478,-33.3986,57715284711,,,S,4,
501665,303330,,,,8003609903654026,TAYLOR,STANLEY,1937-11-29,M,99996,TALL OAK,GLEN,Harlaxton,NSW,3992,AUS,145.6095,-38.5549,33001583165,,,M,4,
501666,303332,300006,,,8003609903579371,JONES,CECIL,2010-09-18,M,99929,KAPFORD,CRUISEWAY,Ulverstone,SA,6008,AUS,115.8271,-31.9486,32613579854,,,S,4,
501667,303334,,,,8003609903654125,MARTIN,MARIAN,1978-02-23,F,99906,PAINE,CRUISEWAY,Gresford,VIC,6229,AUS,115.6976,-33.3442,65294611471,,,M,4,
501668,303336,,,,8003609903654166,WILLIAMS,HERMAN,2005-09-18,M,99904,YALE,STREET,Backy Point,ACT,3446,AUS,144.3826,-37.1762,32329709934,,,S,4,
501669,303338,,,,8003609903654208,TAYLOR,STEPHANIE,1961-11-12,F,99912,DIAMOND POINT,STRAND,Collinsfield,NT,6714,AUS,116.8018,-20.7518,66905384312,,,S,4,
501670,303340,,,,8003609903654240,MARTIN,STUART,1937-12-07,M,99956,BOTHWELL,WAY,Maria Creeks,VIC,2506,AUS,150.8429,-34.4815,22949137324,,,S,4,
501671,303342,,,,8003609903654299,SMITH,MARLA,1942-03-17,F,99930,KINGS BRIDGE,TERRACE,Douglas Park,VIC,4849,AUS,146.2185,-18.3046,48772922122,,,M,4,
501672,303344,,300002,,8003609903579298,TAYLOR,KEVIN,2016-02-14,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
501673,303346,,,,8003609903654380,TAYLOR,LILA,1932-10-17,F,99908,PEACOCK,VIEW,Magpie,TAS,2145,AUS,150.9895,-33.8211,28152179364,,,M,4,
501674,303348,,,,8003609903654430,TAYLOR,EMMA,1939-05-18,F,99965,PINEHILL,ESPLANADE,Belvedere,NSW,6271,AUS,115.4893,-33.5679,67769977873,,,M,4,
501675,303350,,,,8003609903654471,WILLIAMS,SHAWN,1972-08-19,M,99984,HAWKEYE,STREET,Yahl,VIC,4363,AUS,151.7400,-27.7050,45179967015,,,M,4,
501676,303352,,,,8003609903654513,SMITH,PATTI,1994-07-28,F,99910,AROSA,CIRCUS,Ashmore,NT,5604,AUS,136.2987,-34.0827,53723962154,,,S,4,
501677,303354,,,,8003609903654562,JONES,KRISTEN,1965-07-25,F,99992,HOLLADAY PINES,RIDGE,Tomakin,QLD,3522,AUS,144.8033,-37.0475,34542668054,,,M,4,
501678,303356,,,,8003609903654612,SMITH,RICKY,2007-10-17,M,99937,DOWNHILL,COURT,Toodyay,VIC,2311,AUS,151.4659,-32.1349,29673168431,,,S,4,
501679,303358,,,,8003609903654661,TAYLOR,NICK,1999-02-20,M,99926,PAR,PARADE,Appin South,NT,4153,AUS,153.1350,-27.5098,41025897075,,,S,4,
501680,303360,,,,8003609903654703,TAYLOR,KATHLEEN,1935-10-16,F,99964,REGAL HILL,WAY,Marracoonda,QLD,7182,AUS,147.9301,-43.1833,57100742064,,,M,4,
501681,303362,,,,8003609903654745,WILLIAMS,HELEN,2002-07-23,F,99965,WESTRIDGE,WALK,Gadgarra,TAS,3477,AUS,143.0681,-36.8289,36668420124,,,S,4,
501682,303364,,,,8003609903654794,WILLIAMS,ROCHELLE,1972-03-20,F,99954,COLONEL,RIDGE,Turners Marsh,WA,3218,AUS,144.3336,-38.1376,31355644932,,,D,4,
501683,303366,,,,8003609903654836,WILSON,CHELSEA,1953-06-01,F,99914,PARK PLACEEAST,DRIVE,Point Lonsdale,ACT,2167,AUS,150.8928,-33.9709,20868826231,,,S,4,
501684,303368,,,,8003609903654877,JOHNSON,JACQUELINE,1962-08-12,F,99956,PIERA,PLACE,Crawney,WA,5155,AUS,138.7645,-34.9914,50257990132,,,S,4,
501685,303370,,,,8003609903654927,MARTIN,SARAH,1982-02-20,F,99929,DUNSIMOORE,ALLEY,Austinmer,VIC,4500,AUS,152.9699,-27.2938,41310517232,,,S,4,
501686,303372,,,,8003609903654976,WILLIAMS,ERIKA,1932-03-22,F,99950,EASTBRIDGE,ALLEY,Buldah,QLD,2229,AUS,151.1258,-34.0685,25927351825,,,S,4,
501687,303374,,,,8003609903655015,WILSON,JACQUELINE,1949-11-22,F,99917,HUNTMOOR,WAY,Gorae,QLD,6343,AUS,118.7559,-33.5394,64539742611,,,M,4,
501688,303376,,,,8003609903655064,TAYLOR,ROCHELLE,1965-11-11,F,99924,HOLMSTEAD FARMS,RISE,Namban,NT,3561,AUS,144.6333,-36.2703,38607403552,,,S,4,
501689,303378,,,,8003609903655114,BROWN,HEATHER,2016-08-31,F,99999,DAVID,CAUSEWAY,Endeavour Hills,WA,2143,AUS,151.0210,-33.8918,28658334725,,,S,4,
501690,303380,,,,8003609903655163,SMITH,LEA,1939-01-31,F,99937,DOROTHY,RIDGE,Mcilwraith,NSW,5068,AUS,138.6543,-34.9201,58324124531,,,S,4,
501691,303382,,,,8003609903655205,SMITH,LUPE,1942-08-16,M,99917,PAXTON,PROMENADE,Morningside,ACT,2338,AUS,150.9907,-31.8209,27846562642,,,M,4,
501692,303384,,,,8003609903655247,BROWN,MAE,2006-09-06,F,99910,PLEASANT VALLEY,COURT,Quelagetting,ACT,2738,AUS,142.5340,-34.2676,27013415963,,,S,4,
501693,303386,,,,8003609903655296,MARTIN,LAWRENCE,1937-01-20,M,99960,BANNOR HILL,BOULEVARD,Pyree,QLD,7012,AUS,147.2017,-42.8164,56307682341,,,M,4,
501694,303388,,,,8003609903655338,BROWN,EDITH,2010-09-26,F,99931,WALDEN WOOD,CRESCENT,Mount Drummond,NT,4107,AUS,153.0300,-27.5485,49198785913,,,S,4,
501695,303390,,,,8003609903655379,WILLIAMS,AGNES,1964-01-11,F,99942,SKYSCAPE,CRUISEWAY,Mobilong,WA,3323,AUS,143.5599,-38.0263,32342881741,,,W,4,
501696,303392,,,,8003609903655411,JONES,JAN,1984-10-09,F,99959,OQUIRRH,PARADE,Koolywurtie,NT,4736,AUS,143.1713,-25.0741,46143959145,,,M,4,
501697,303394,,300012,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
501698,303396,,,,8003609903655494,WILLIAMS,KERI,1975-04-14,F,99980,WYNRIDGE,ROAD,Eddystone,VIC,5117,AUS,138.6463,-34.6373,52908501622,,,W,4,
501699,303398,,,,8003609903655536,BROWN,DANIEL,1990-12-17,U,99901,GLENWOOD,CIRCUIT,Woolundunga,NT,6324,AUS,117.2217,-34.6043,61506450765,,,M,4,
501700,303400,,,,8003609903655585,WILSON,TONY,1968-07-13,M,99960,HADLEYS,CIRCUS,South Gladstone,ACT,5174,AUS,138.4953,-35.3308,57536860045,,,M,4,
501701,303402,,,,8003609903655635,WHITE,DAISY,1941-05-02,F,99986,MESA VISTA,DRIVE,Kurnalpi,ACT,5240,AUS,138.8217,-34.9056,50534889214,,,D,4,
501702,303404,,,,8003609903655676,SMITH,MARIBEL,1990-06-03,F,99972,BRIARSPRINGS,TERRACE,Jagungal Wilderness,NT,4558,AUS,153.0848,-26.6553,45258366174,,,D,4,
501703,303406,,,,8003609903655718,BROWN,DOROTHY,1965-09-18,F,99930,COPPER JOHN,CLOSE,Fairy Bower,TAS,5222,AUS,138.0658,-35.7878,50968866051,,,D,4,
501704,303408,,,,8003609903655759,SMITH,RANDALL,2013-07-05,M,99973,SIR CHARLES,VISTA,Surrey Hills,SA,2018,AUS,151.2126,-33.9310,21780197521,,,S,4,
501705,303410,,,,8003609903655791,JONES,LIZETH,1968-12-25,F,99997,LAND RUSH,PARADE,Kikoira,SA,4019,AUS,153.1016,-27.2560,43217426353,,,S,4,
501706,303412,,,,8003609903655833,WILSON,GEORGIA,2013-03-12,F,99986,BRADLEY,CLOSE,Possum Brush,ACT,6018,AUS,115.7943,-31.8704,65803860644,,,S,4,
501707,303414,300016,,,8003609903579587,JONES-WILLIAMS,MARY,2011-03-21,F,99938,CLEGG,CRESCENT,Banyo,SA,3802,AUS,145.2584,-37.9690,37592625965,,,S,4,
