PID,UR,AltUR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
20933,15139,301248,,,,8003609903607222,SMITH,NEIL,1934-09-17,M,99942,HUNTER PARK,HIGHWAY,Willalooka,ACT,4468,AUS,146.8632,-26.1143,40370350225,,,S,4,
20934,15144,303384,,,,8003609903655247,BROWN,MAE,2006-09-06,F,99999,CRATER LAKE,PROMENADE,Mount White,QLD,6386,AUS,117.8727,-31.9507,27013415963,,,S,4,
20935,15149,305962,,,,8003609903713319,JOHNSON,CHARLES,2001-10-15,M,99904,SANDSTONE,CONCOURSE,Marrara,TAS,6170,AUS,115.8459,-32.2694,69314378722,,,S,4,
20936,15154,303020,,,,8003609903647053,SMITH,LEONA,2016-07-23,F,99964,BOULDER,WALK,Framlingham,SA,2340,AUS,150.9776,-31.1687,22320144473,,,S,4,
20937,15160,303744,,,,8003609903663340,JONES,GILBERT,2008-05-19,U,99958,TOWN HOUSE,SQUARE,Sorell,VIC,6355,AUS,119.5835,-32.8595,69453460321,,,S,1,
20938,15166,,,,,8003609903585147,BROWN,STEVEN,2016-03-06,M,99922,MTN LAUREL,DRIVE,Cowcowing,ACT,4817,AUS,146.7283,-19.3128,40536178663,,,S,4,
20939,15171,302312,,,,8003609903621629,JOHNSON,ANTONIO,2001-02-22,M,99941,MT OLYMPUS,MALL,Dykehead,NT,3704,AUS,147.5013,-36.1216,38352776942,,,S,4,
20940,15177,304350,,,,8003609903677001,NAYLOR,TONI,1969-05-15,M,99997,PESCARA,ESPLANADE,Bethel,QLD,6447,AUS,122.1829,-33.4798,60277992855,,,S,4,
20941,15183,304072,,,,8003609903670774,JOHNSON,DOROTHY,1992-07-21,F,99965,BRIDLE PATH,TERRACE,Brooklana,WA,4361,AUS,151.9183,-27.9374,49490557371,,,M,4,
20942,15188,,,,,,WILLIAMS,CHRISTOPHER,1992-04-26,M,99966,JORDAN MDW,WAY,Mayanup,SA,3161,AUS,145.0218,-37.8708,34822085214,,,M,4,
20943,15193,,,,,,JONES,TIFFANY,2003-12-20,F,99953,ACE YEAGER,PROMENADE,Mount Hotham,NSW,6026,AUS,115.8014,-31.8100,64016206332,,,S,4,
20944,15199,,,,,,WILLIAMS,PAULA,1994-12-28,F,99983,ROYALTY,AVENUE,Ramco,NSW,3954,AUS,145.9533,-38.5583,31220818143,,,M,4,
20945,15205,305994,,,,8003609903714044,JOHNSON,BENJAMIN,1967-06-18,M,99984,HORNE,CIRCUS,Daggar Hills,NT,2025,AUS,151.2416,-33.8857,20262803312,,,M,4,
20946,15210,305094,,,,8003609903693719,BROWN,STEPHEN,2003-07-10,M,99932,WOODASH,SQUARE,Oakford,VIC,2906,AUS,149.1009,-35.4576,21305787161,,,S,4,
20947,15216,303530,,,,8003609903658472,SMITH,YADIRA,1977-11-28,F,99921,YVONNE,CIRCLE,Reid River,NSW,6176,AUS,115.7986,-32.4224,68067165162,,,M,4,
20948,15221,304942,,,,8003609903690277,SMITH,LUANNE,1972-03-09,F,99996,MILLHAVEN,GLEN,Finniss Valley,WA,3557,AUS,144.5285,-36.6441,38325668352,,,S,4,
20949,15227,305160,,,,8003609903695243,BROWN,KATHERINE,1963-09-20,F,99970,RIVERVIEW,VIEW,Cartmeticup,ACT,4022,AUS,153.0530,-27.2120,49890373375,,,M,4,
20950,15233,305406,,,,8003609903579249,SMITH,JANIE,1980-12-13,F,99942,SILVER SHADOWS,ROAD,Riverleigh,NT,3199,AUS,145.1422,-38.1508,41553023145,,,M,4,
20951,15238,304242,,,,8003609903674578,BROWN,SUANNE,1942-02-12,F,99928,CYPRESS,CIRCUS,Morwincha,VIC,2065,AUS,151.1930,-33.8223,25899832653,,,S,4,
20952,15243,301630,,,,8003609903615787,MARTIN,JOANIE,1960-07-21,F,99940,BENTON,ALLEY,Gil Gil,TAS,2823,AUS,147.9037,-32.0659,27728064671,V 181621D,UNK,S,4,
20953,15248,304890,,,,8003609903591228,WHITE,ROSEMARY,1967-03-23,F,99904,SAFARI,CAUSEWAY,Red Lion,NT,6415,AUS,118.1854,-31.3781,35427091361,,,M,4,
20954,15253,,,,,,BROWN,MARIAN,1997-05-28,F,99991,MOOR,COURT,Burnewang,ACT,4301,AUS,152.8732,-27.6026,42711640554,,,M,4,
20955,15258,304136,,,,8003609903581567,MARTIN-SMITH,PEGGY,1951-03-14,F,99978,LABRUM,GROVE,South Maroota,NT,6566,AUS,116.5276,-31.4864,62624476155,,,S,4,
20956,15264,,,,,,BROWN,EDNA,1953-05-21,F,99957,STEPHEN,CIRCUIT,Dumpy Creek,VIC,6124,AUS,116.1474,-32.3702,66201594375,,,S,4,
20957,15269,301392,,,,8003609903610440,WILLIAMS,DONNA,1968-10-13,F,99953,WINSLOW,LANE,Flinton,SA,2427,AUS,152.7232,-31.8413,27783688333,,,S,4,
20958,15274,301608,,,,8003609903615290,BROWN,WERNER,1976-09-27,M,99986,LAUREL RIDGE,TERRACE,Cynthia,ACT,3733,AUS,146.4182,-36.7525,32937014921,,,M,4,
20959,15279,304510,,,,8003609903680567,WILSON,MAUDIE,1971-04-04,F,99982,SUWANEE,TERRACE,Wy Yung,NT,4035,AUS,152.9684,-27.3536,46894505372,,,D,4,
20960,15284,301400,,,,8003609903610630,TAYLOR,LUKE,1957-08-23,M,99973,YUBA,AVENUE,Koumala,NT,5033,AUS,138.5500,-34.9394,56512110975,,,M,4,
20961,15289,301158,,,,8003609903605218,MARTIN,MELVA,1985-08-17,F,99900,ROCKY PEAK,CRUISEWAY,Woolooman,NT,3264,AUS,142.8764,-38.2461,30698029922,,,D,4,
20962,15294,303452,,,,8003609903656724,TAYLAR,BONNY,2010-04-02,M,99992,SPIERS,MALL,Curdies River,NSW,4053,AUS,153.0104,-27.4105,41391649744,,,S,4,
20963,15300,302848,,,,8003609903579249,SMITH (nee BROWN),JANIE,1980-12-13,F,99904,MAJESTIC MEADOWS,TRACK,Syndicate,WA,2865,AUS,148.5372,-33.0851,41553023145,,,M,4,
20964,15306,300334,,,,8003609903586699,WILSON,JOHANNE,1932-07-19,F,99933,LE BANKE,RIDGE,Innisplain,TAS,2475,AUS,152.4935,-28.4643,26679285113,,,M,4,
20965,15312,303616,,,,8003609903660411,SMITH,KATHERINE,1948-08-01,F,99983,OXLEY,GLEN,Quoiba,WA,5255,AUS,138.8946,-35.1786,53284237473,,,M,4,
20966,15318,305700,,,,8003609903707402,WILLIAMS,NORMA,1952-01-01,F,99937,DEEP DELL,CIRCUIT,East Haldon,ACT,2735,AUS,143.5369,-35.1956,21366184154,,,M,4,
20967,15324,,,,,,JONES,LAVINIA,1961-04-26,F,99976,NEW HOPE,CLOSE,Whitelaw,SA,2296,AUS,151.7491,-32.9145,27219874445,,,M,4,
20968,15329,305138,,,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
20969,15335,,,,,,JONES,MELISSA,2004-05-30,F,99954,LAMUS,PROMENADE,South Yelbeni,QLD,2476,AUS,152.3215,-28.3764,23791263743,,,S,4,2007-01-24
20971,15345,,,,,,JONES,HAROLD,1932-08-07,M,99932,STOKESLEY,ROAD,Bapaume,ACT,2549,AUS,149.8477,-36.9470,22210580233,QPX27433B,ORN,M,4,
20972,15350,304022,,,,8003609903669651,WHITE,AMY,1961-12-27,F,99918,COBBLE CANYON,CONCOURSE,St Lawrence,NT,2736,AUS,143.3856,-34.9291,21650641742,,,S,4,
20973,15355,305490,,,,8003609903702684,JONES,SARA,2010-04-14,F,99916,ATOM,ALLEY,South Springfield,NT,5495,AUS,137.9926,-32.7227,43466092261,,,S,4,
20974,15360,304276,,,,8003609903675328,JONES,ESTHER,1951-07-14,F,99938,AUTUMN HEIGHTS,MALL,Meering West,QLD,6336,AUS,118.7636,-33.9950,65045146714,,,M,4,
20975,15365,304910,,,,8003609903669271,WILSON,RAYMOND,1975-01-12,M,99927,LAURA LANE,ROAD,Kars Springs,WA,4401,AUS,151.7570,-27.3938,20992895052,,,W,4,
20976,15371,300814,,,,8003609903597472,BROWN,MATTHEW,1986-12-12,M,99950,BLANCK,WAY,Moonambel,NT,2810,AUS,147.6918,-33.8207,26357230035,,,S,4,
20977,15377,302288,,,,8003609903630513,SMITH,MARILYNN,1985-11-27,F,99920,CHARISMA,CENTREWAY,Bullagreen,QLD,3150,AUS,145.1697,-37.8823,39015024415,,,M,4,
20978,15382,301420,,,,8003609903611075,JONES,ERIC,1942-09-30,M,99914,MOOSE HORN,PARADE,South Bingera,ACT,3882,AUS,147.7474,-37.8095,59551163551,,,M,4,
20979,15387,304664,,,,8003609903684056,JONES,DIANE,1951-02-15,F,99965,TURTLE CREEK,SQUARE,Cooleman,NT,3698,AUS,147.1397,-36.7695,44350923075,,,M,2,
20980,15392,302732,,,,8003609903640504,BROWN,SONYA,1935-12-14,F,99975,BEVERLY,WALK,Coomera,NT,3802,AUS,145.2584,-37.9690,33006953722,,,D,4,
20981,15398,304318,,,,8003609903676284,WILLIAMS,BRANDON,2013-02-01,M,99990,ALPS,TRACK,Kulikup,NT,3011,AUS,144.8947,-37.8008,37941915324,,,S,4,
20982,15404,305138,,,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
20983,15410,303220,,,,8003609903651592,JONES,GRACE,2013-10-18,F,99978,NORDIC,CAUSEWAY,Stanhope Gardens,WA,7306,AUS,145.9354,-41.7246,50159729234,,,S,4,
20984,15416,,10018,,,,WILLIAMS-JONES,PAULINE,1973-04-11,F,99911,MCKELL,PARKWAY,Roxby Downs,WA,7325,AUS,145.5577,-41.0889,51394794462,,,S,4,
20985,15422,305606,,,,8003609903579413,JOHNSON,FRED,1994-07-25,M,99977,EL GLEN,GLEN,Murray Town,NSW,7467,AUS,145.5584,-41.9991,59507559551,,,M,4,
20986,15428,302090,,,,8003609903626081,MARTIN,KEITH,1942-12-09,M,99943,NORTHLAND,RISE,Newlyn North,SA,4218,AUS,153.4369,-28.0477,45794362243,,,M,4,
20987,15433,304346,,,,8003609903676912,WILSON,KELLY,1981-03-06,F,99922,SUNDANCE,SQUARE,Muli Muli,NT,4064,AUS,153.0052,-27.4691,44289031144,,,W,4,
20988,15439,,,,,,SMITH,PAIGE,1944-08-17,F,99905,MT OLYMPUS,PLACE,Quairading,TAS,3789,AUS,145.3594,-37.8902,39575963975,,,S,4,
20989,15445,304930,,,,8003609903690004,TAYLOR,JESSE,2005-05-06,M,99993,VINTAGE,CRUISEWAY,Minjah,NSW,6536,AUS,114.4685,-27.6660,67196973425,,,S,4,
20990,15450,303416,,,,8003609903655932,MARTIN,KAREN,2008-02-06,F,99939,BELNAP,CRESCENT,Litchfield,TAS,2041,AUS,151.1809,-33.8583,23100019613,,,S,4,
20991,15456,305694,,,,8003609903707279,JONES,ORPHA,1950-07-08,F,99931,SILVERLEAF,BOULEVARD,North Batemans Bay,ACT,7025,AUS,147.4022,-42.7877,56423702151,,,S,4,
20992,15461,303740,,,,8003609903663258,WHITE,CHRIS,1950-06-12,M,99967,AUTUMN HUE,ALLEY,Bendigo Dc,ACT,5095,AUS,138.6139,-34.8101,47877854631,,,M,4,
20993,15466,303982,,,,8003609903579413,JOHNSON,BRUCE,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
20994,15472,302756,,,,8003609903641031,JONES,OSWALDO,1997-03-15,M,99936,WALKER PARK,WAY,Congewai,WA,3433,AUS,144.7850,-37.3932,48435546544,,,S,1,2006-01-08
20995,15478,302274,,,,8003609903630216,WILLIAMS,OSCAR,1969-04-16,M,99972,MESA GARDEN,HIGHWAY,Bambaroo,VIC,0837,AUS,131.0915,-12.6427,31870200132,,,M,4,
20996,15483,302900,,,,8003609903579413,JOHNSON,KYLE,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
20997,15489,,,,,8003609903585469,JONES,HARRY,1984-03-25,M,99926,LIGHTHOUSE,CAUSEWAY,Camberwell South,SA,6608,AUS,116.7031,-30.4110,63217380054,,,D,4,
20998,15495,302602,,,,8003609903637542,BROWN,SHEILA,1947-07-01,F,99920,SHORT LEAF,DRIVE,Port Bonython,TAS,3607,AUS,145.1787,-36.8552,35417799724,,,S,4,
20999,15500,305888,,,,8003609903579330,SMITH,LINDA,1952-11-18,F,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
21000,15506,303056,,,,8003609903647863,JONES,MERCEDES,1980-04-19,F,99968,CENTER HOLLOW,AVENUE,Peronne,NT,4739,AUS,149.3678,-21.8715,46052653964,,,S,4,
21001,15512,300306,,,,8003609903586061,JONES,CAROLINE,1972-08-10,F,99926,DE LOSS,CLOSE,Cundletown,ACT,5061,AUS,138.6078,-34.9472,29992988073,,,M,4,
21002,15517,302558,,,,8003609903636585,TAYLOR,VIOLA,2009-07-22,F,99960,LOREN,PARKWAY,Quoiba,ACT,2339,AUS,150.6791,-31.7695,20367950642,,,S,4,2012-09-26
21003,15522,304362,,,,8003609903677290,WILLIAMS,DARREN,1987-05-18,M,99951,CARDINAL,LANE,Dykehead,TAS,6233,AUS,115.7143,-33.2509,60086067923,,,M,4,
21004,15527,301658,,,,8003609903616405,SMITH,KEENAN,1963-07-20,M,99912,EXECUTIVE,MALL,Karrabin,TAS,5640,AUS,136.3219,-33.3488,21652186763,,,D,4,
21005,15532,,,,,8003609903585584,JONES,MELODY,2003-05-12,F,99943,SERENGETI,CIRCUS,Flaxman Valley,NT,7017,AUS,147.3408,-42.6797,50214941673,,,S,4,
21006,15537,302762,,,,8003609903641171,JONES,RICKY,2002-01-23,M,99922,JESSIEO,VIEW,Mount Elphinstone,TAS,2439,AUS,152.7027,-31.6103,29622351442,,,S,4,
21007,15543,,,,,,SMITH,CLEMMIE,2005-12-30,F,99933,MARTINGS,WALK,Mayfield North,TAS,3766,AUS,145.3805,-37.8201,33230845071,,,S,4,
21008,15548,304952,,,,8003609903690491,JONES,OSCAR,1975-06-14,M,99948,MISTY VIEW,RIDGE,Mount Marshall,SA,6056,AUS,115.9977,-31.8769,69155063951,,,S,4,
21009,15553,,,,,,SMITH,MELANIE,1996-07-03,F,99920,PEBBLEWOOD,RIDGE,Gulargambone,SA,7120,AUS,147.5442,-42.4209,54005704952,,,S,4,
21010,15559,300848,,,,8003609903598231,WILLIAMS,ALLISON,2009-04-19,F,99926,CANBERRA,CAUSEWAY,Caloundra,TAS,2778,AUS,150.4879,-33.7055,23903023845,,,S,4,
21011,15564,303270,,,,8003609903652723,TAYLOR,RICHARD,1985-02-20,M,99995,SUMMERLAND,TRACK,Coochin Creek,NT,7022,AUS,147.4220,-43.0260,52307671575,,,M,1,
21012,15570,303162,,,,8003609903650255,BROWN,HARVEY,1951-09-07,M,99955,GARDNERS,PROMENADE,Korunye,QLD,2017,AUS,151.2079,-33.9003,28235450921,,,S,4,
21013,15575,305146,,,,8003609903579371,JONES,ROBERT,2010-09-18,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
21014,15580,305372,,,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
21015,15585,300636,,,,8003609903593455,WILSON,RONALD,1946-02-05,M,99922,ALTAMONT,WALK,Werrikimbe,WA,4557,AUS,153.1162,-26.6860,44348091331,,,S,4,
21016,15591,300946,,,,8003609903600466,BROWN,DENISE,1976-01-13,F,99996,CARNATION,PLACE,St Kilda Road,ACT,2898,AUS,159.0711,-31.5275,47080012242,,,M,4,
21017,15597,300244,,,,8003609903584660,WILSON,DAVID,2012-09-23,M,99921,UINTAH PEAK,CRUISEWAY,Myrtlebank,TAS,2125,AUS,151.0331,-33.7476,23947782272,,,S,4,
21018,15602,302820,,,,8003609903642534,JONES,THOMAS,2015-02-23,M,99984,POA,VISTA,Skenes Creek,TAS,5451,AUS,138.6837,-34.0809,57928169143,,,S,4,
21019,15608,302684,,,,8003609903639407,JONES,IDELLA,2008-05-09,F,99983,COLOROW,CIRCUIT,Emerton,TAS,4506,AUS,152.9334,-27.1336,47356727555,,,S,4,
21020,15613,302974,,,,8003609903646022,WILSON,FRANCIS,2016-06-14,M,99955,JENNIE,RIDGE,Jacob Creek,WA,4810,AUS,146.7923,-19.2636,49793581434,VPX52334 ,WHT,S,4,
21021,15619,302116,,,,8003609903626685,TAYLOR,JESSICA,1940-06-26,F,99932,ASHBY GROVE,VISTA,Racecourse Bay,TAS,6044,AUS,115.3589,-31.0308,26297489133,,,M,4,
21022,15625,301726,,,,8003609903581567,MARTIN-WILSON,PEGGY,1951-03-14,F,99978,LABRUM,GROVE,South Maroota,NT,6566,AUS,116.5276,-31.4864,62624476155,,,S,4,
21023,15631,303250,,,,8003609903652293,WILLIAMS,NATHAN,1942-11-08,M,99955,NEVE,CIRCUIT,Barrack Heights,WA,3934,AUS,145.0322,-38.2737,39898917211,,,S,4,
21024,15637,301032,,,,8003609903602413,MARTIN,LESLIE,1955-08-13,M,99916,BREWER,PARKWAY,Wahgunyah,NSW,5084,AUS,138.5965,-34.8592,55486605945,,,M,4,
21025,15643,301514,,,,8003609903613196,MARTIN,THOMAS,2006-12-15,M,99907,DARDANELLE,CIRCUIT,Teven,SA,4387,AUS,151.1369,-28.5910,44577956745,,,S,4,
21026,15649,304456,,,,8003609903679403,MARTIN,CELIA,1988-03-17,F,99900,BLUE RIBBON BAY,CAUSEWAY,Narrawallee,SA,4746,AUS,148.6058,-22.8546,43603995333,,,W,4,
21027,15655,,,,,,BROWN,DARRYL,1952-10-27,M,99968,IRVING,MALL,Port Pirie,VIC,2125,AUS,151.0331,-33.7476,21355676715,,,S,4,
21028,15661,303428,,,,8003609903656211,MARTIN,BERT,1938-05-02,M,99972,BAXTER,ESPLANADE,Babyl Creek,NT,4359,AUS,152.0148,-27.7892,51207267073,,,S,4,
21029,15666,301950,,,,8003609903622940,BROWN,BEVERLY,1948-11-21,F,99986,MACINTOSH,RISE,The Sisters,SA,2898,AUS,159.0711,-31.5275,27741618611,,,S,4,
21030,15672,302976,,,,8003609903646063,TAYLOR,WENDY,1940-08-28,F,99904,MEMORY GROVE,PARKWAY,Monkland,ACT,6365,AUS,117.9937,-32.7756,66013877235,,,M,4,
21031,15677,300478,,,,8003609903589933,BROWN,KATHERINE,1986-04-15,F,99905,SILVER OAK,CIRCUIT,Drome,TAS,0860,AUS,134.1917,-19.6590,06880049531,,,S,4,
21032,15682,,,,,8003609903585782,WILLIAMS,WANDA,1953-12-01,F,99923,SANDLEWOOD,SQUARE,Drome,TAS,2428,AUS,152.5384,-32.3321,26137953074,,,D,4,2010-03-18
21033,15687,302200,,,,8003609903628574,SMITH,PAULINE,1965-02-14,F,99950,CAMPAIGN,ESPLANADE,Tarcombe,WA,2651,AUS,147.4642,-35.1518,37664160943,,,M,4,
21034,15692,304890,,,,8003609903591228,WHITE,ROSEMARY,1967-03-23,F,99953,DAN,CIRCLE,Mograni,QLD,5047,AUS,138.5469,-35.0340,35427091361,,,M,4,
21035,15697,305484,,,,8003609903702544,SMITH,MAURICE,1942-06-06,M,99964,CHRISTINE,GROVE,North West Bend,ACT,3617,AUS,145.1592,-36.4092,34841531344,,,M,4,
21036,15702,303096,,,,8003609903579330,SMITH (nee SMITH),LINDA,1952-11-18,F,99962,ASPEN HAVEN,ROAD,Eildon,WA,2134,AUS,151.1041,-33.8783,23427236525,,,M,4,
21037,15707,305486,,,,8003609903702593,MARTIN,GLORIA,1955-08-14,F,99964,TOPOWA,CENTREWAY,Ballina,TAS,6155,AUS,115.9179,-32.0843,69917953153,,,M,4,1993-01-29
21038,15713,,,,,,WILLIAMS,ALBERT,1958-03-26,M,99909,YELLOW FORK CANYON,ROAD,Claraville,NT,3638,AUS,145.1112,-36.1337,36341051374,,,S,4,
21039,15718,302810,,,,8003609903642286,SMITH,ERNEST,1950-11-02,M,99998,GOBLIN VALLEY,RISE,Ryhope,WA,4280,AUS,152.9420,-27.8055,33184865642,,,S,4,
21040,15724,305372,,,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
21041,15729,302092,,,,8003609903626123,WHITE,PHILIP,2007-03-31,M,99911,EVENING GLOW,CRESCENT,Coes Creek,SA,3374,AUS,142.8874,-37.1612,38480952721,,,S,4,
21042,15735,300978,,,,8003609903601167,JONES,MARTIN,2003-03-22,M,99992,TREATMENT PLANT,ALLEY,Earlston,SA,2226,AUS,151.0533,-34.0100,25608039925,,,S,4,2015-07-12
21043,15741,304624,,,,8003609903683124,JOHNSON,DELBERT,2007-01-26,M,99920,UNIVERSITY,BOULEVARD,Werai,TAS,3038,AUS,144.7990,-37.6975,37038469464,,,S,1,
21044,15746,303464,,,,8003609903656971,MARTIN,ELLIOTT,1958-12-08,M,99947,NEWELLWOOD,ESPLANADE,Annadale,VIC,2833,AUS,148.5156,-29.4249,27510368022,,,M,4,
21045,15752,301258,,,,8003609903607438,WILLIAMS,JEANNETTE,1983-09-23,F,99937,HARKNESS,CIRCUS,Mckellars Park,WA,5431,AUS,138.9956,-32.5044,53697134451,,,S,4,1991-07-24
21046,15757,302418,,,,8003609903633483,SMITH,FORREST,1960-01-09,M,99933,DARBY,CIRCUS,Mount Hill,ACT,5203,AUS,138.3947,-35.4324,21627706735,,,S,4,
21047,15762,303268,,,,8003609903652673,SMITH,DEDRA,1996-12-03,F,99995,DELANN,WALK,Warrabkook,NSW,4871,AUS,145.0227,-16.9440,46118225162,VSM74537B,WHT,S,4,
21048,15767,305824,,,,8003609903710182,WHITE,CAROLE,1985-07-02,F,99991,HEARTLAND,CRESCENT,Winnindoo,NT,7306,AUS,146.4161,-41.3962,55074064512,,,M,4,
21049,15773,305766,,,,8003609903708889,WILSON,NATASHA,2012-01-12,F,99912,GRANGER,ROAD,Upper Wheatvale,SA,6608,AUS,116.7031,-30.4110,68423773645,,,S,4,
21050,15778,302156,,,,8003609903627592,SMITH,HARRY,1989-08-25,M,99947,TORTOISE,VISTA,Yarratt Forest,VIC,4662,AUS,152.5732,-25.3585,48326421841,,,M,4,
21051,15784,305894,,,,8003609903711792,TAYLOR,DEBBY,1943-04-14,F,99902,HSC LOOP,VISTA,Deakin,VIC,4883,AUS,145.4424,-17.2940,52554544454,,,M,4,
21052,15790,305038,,,,8003609903692414,WHITE,JEFFEREY,1940-01-08,M,99915,MEADOWMOOR,AVENUE,Glenbrae,QLD,2060,AUS,151.1988,-33.8381,27284500852,,,D,4,
21053,15795,305372,,,,8003609903579462,JOHNSON,SHELLY,2011-08-26,F,99951,HUNTERS CREEK,CRUISEWAY,South Morang,NT,2044,AUS,151.1781,-33.9159,24976625372,,,S,4,
21054,15800,305574,,,,8003609903704573,MARTIN,CLARITA,1981-01-12,F,99958,GAIRLOCK,VIEW,West Coolup,VIC,7021,AUS,147.4856,-42.9083,51049915245,,,M,4,
21055,15806,305500,,,,8003609903702916,WILLIAMS,BRANT,1950-01-09,M,99919,SUNNY STONE,VIEW,Trent,TAS,4174,AUS,153.1275,-27.4440,49109738111,,,M,4,
21056,15811,304020,,,,8003609903669602,BROWN,AUSTIN,2011-07-14,M,99982,CANDLE BROOK,WALKWAY,Wollomombi,TAS,5141,AUS,138.7051,-34.9345,51336563675,,,S,4,
21057,15816,303316,,,,8003609903653713,SMITH,ANASTASIA,1941-08-10,F,99932,WATERBURY,CIRCUIT,Wambangalang,SA,0838,AUS,131.0047,-12.7220,25527921744,,,M,4,
21058,15821,303092,,,,8003609903648663,WILSON,LORAINE,2014-06-17,F,99942,JESSIE,RISE,Graytown,ACT,4806,AUS,147.4984,-19.7142,43718152564,,,S,4,
21059,15827,300976,,,,8003609903601118,BROWN,SANDRA,1967-10-29,F,99945,PEPPER POND,ESPLANADE,Graceville East,WA,2752,AUS,150.5947,-33.9248,22854069674,,,S,4,
21060,15832,301180,,,,8003609903605713,SMITH,ISIDRO,1976-02-28,M,99977,SAINT CHARLES,LANE,Innisfail Estate,NSW,6059,AUS,115.8714,-31.8870,60930881511,,,S,4,
21061,15838,302226,,,,8003609903629184,MARTIN,TOM,1938-03-22,M,99923,DAVIS GROVE,CIRCUS,New Berrima,QLD,3540,AUS,143.5254,-35.7542,35810531832,,,S,4,
21062,15844,300938,,,,8003609903600284,SMITH,GAYLE,1935-12-19,F,99996,DEMETER,GLEN,Red River,NSW,6395,AUS,117.2532,-33.7362,42552280455,TKM48180C,NSP,M,4,
21063,15850,305880,,,,8003609903711495,JONES,JUDITH,1986-12-01,F,99973,KAMAS,HIGHWAY,Langs Landing,ACT,2401,AUS,150.3501,-29.6116,29520227562,,,M,4,
21064,15855,300170,,,,8003609903583050,SMITH,CAROL,1992-01-10,M,99954,GOLDEN STONE,CONCOURSE,Uriarra Village,NSW,6069,AUS,116.0797,-31.7677,61038444015,,,S,4,
21065,15860,303820,,,,8003609903665055,SMITH,LISA,1942-11-03,F,99964,MAN O WAR,TRACK,Upper Stone,VIC,2485,AUS,153.5027,-28.1842,22562517445,,,M,4,
21066,15865,301068,,,,8003609903603189,BROWN,MELODY,1970-02-03,F,99906,MATISSE,TERRACE,Ovingham,VIC,4209,AUS,153.2612,-27.8488,47559871613,,,M,4,
21067,15871,300712,,,,8003609903595153,SMITH,MILDRED,1942-08-18,F,99972,RIVERTON RANCH,AVENUE,O.B. Flat,TAS,4736,AUS,143.1713,-25.0741,47054451044,,,S,4,
21068,15877,301252,,,,8003609903607305,SMITH,CHRISTINA,2001-12-23,F,99989,COLUMBIAN,CRUISEWAY,Stockyard Hill,WA,4470,AUS,146.0870,-26.7432,41845185811,,,S,4,
21069,15883,305826,,,,8003609903710224,MARTIN,ERIC,1972-11-12,M,99999,HOLIDAY PARK,CIRCUIT,Valentine Plains,WA,3228,AUS,144.3001,-38.3450,52676462435,,,S,4,
21070,15888,,,,,,BROWN,TAMMY,1965-02-04,F,99971,SPYGLASS HILL,WALKWAY,Godfreys Creek,WA,5202,AUS,138.4599,-35.4028,56241316465,NA709715E,ORN,W,4,
21071,15894,305940,,,,8003609903615423,SMITH,AMANDA,1973-10-31,F,99980,COTTAGE PINES,ROAD,Kellys Plains,SA,6575,AUS,116.3697,-30.3978,69363615164,,,M,4,
21072,15900,300236,,,,8003609903584496,SMITH,ALEXANDER,1996-12-07,M,99902,SILVER SHADOWS,ESPLANADE,Deua,WA,5710,AUS,137.8568,-32.5126,51648387271,,,M,4,
21073,15905,304548,,,,8003609903681425,SMITH,DONOVAN,1941-06-27,M,99981,STONY RIDGE,WALK,Meadow Springs,NT,5137,AUS,138.7389,-34.9402,23706861173,,,M,4,
21074,15911,,,,,,SMITH,MARCELO,1997-03-28,M,99914,CUSTER,HIGHWAY,Boxwood Hill,ACT,5733,AUS,137.6537,-29.5408,53113525752,,,M,4,
21075,15917,305366,,,,8003609903581567,MARTIN,PEGGY,1951-03-14,F,99978,LABRUM,GROVE,South Maroota,NT,6566,AUS,116.5276,-31.4864,62624476155,,,S,4,
21076,15922,304834,,,,8003609903581732,TAYLOR,TIM,1985-08-13,M,99951,NORA,RIDGE,Sunshine Plaza,WA,5067,AUS,138.6282,-34.9307,59569805964,,,S,4,
